Key,Type,Desc,English (United Kingdom) [en]
atb_name_RangedDmg,Text,,"Ranged Weapon Damage Multiplier"
atb_name_RangedRange,Text,,"Global Range"
atb_name_RangedSpeed,Text,,"Ranged Weapon Attack Duration Multiplier"
atb_name_RareChance,Text,,"Inspiration"
atb_name_RecruitChance,Text,,"Successfully Enroll a Recruit Chance"
atb_name_ResearchSpeed,Text,,"Research Speed"
atb_name_RottingSpeed,Text,,"Rotting Speed"
atb_name_SleepDepletionSpeed,Text,,"Sleep Depletion Speed"
atb_name_SleepNeed,Text,,"Sleep Requirement"
atb_name_SleepRecoverSpeed,Text,,"Sleep Recovery Speed"
atb_name_SleepThreshold,Text,,"Sleep Threshold"
atb_name_SmithingSpeed,Text,,"Smithing Speed"
atb_name_SocialCompatibilityNegative,Text,,"Negative Social Interaction Chance"
atb_name_SocialCompatibilityPositive,Text,,"Positive Social Interaction Chance "
atb_name_SowSpeed,Text,,"Sowing Speed"
atb_name_SqueamishAmount,Text,,"Squeamish Amount"
atb_name_TameAnimalSpeed,Text,,"Animal Taming Speed"
atb_name_TameChanceMultiplier,Text,,"Chance to Tame Animal "
atb_name_TendingFailChance,Text,,"Chance Tending Wounds Fails"
atb_name_TendingQuality,Text,,"Tending Wounds Effectiveness"
atb_name_TendingSpeed,Text,,"Tending Wounds Speed"
atb_name_TradingBargain,Text,,"Bargain"
atb_name_TradingValue,Text,,"Barter Value"
atb_name_TrainAnimalSpeed,Text,,"Animal Training Speed"
atb_name_TrainChanceMultiplier,Text,,"Chance to Train Animal "
atb_name_UnarmedArmorDamage,Text,,"Unarmed Damage to Armour"
atb_name_UnarmedBuildingDamage,Text,,"Unarmed Damage To Buildings"
atb_name_UnarmedDamage,Text,,"Unarmed Damage"
atb_name_UnarmedIgnoreArmor,Text,,"Unarmed Base Damage"
atb_name_UnarmedPrecision,Text,,"Unarmed Hit Chance"
atb_name_UnarmedSpeed,Text,,"Unarmed Attack Duration"
atb_name_WoodWorkingSpeed,Text,,"Woodworking Speed"
atb_name_WoundRegen,Text,,"Wound Regeneration"
atb_name_XpCapMultiplier,Text,,"XP Cap Multiplier"
atb_name_XpDecayMultiplier,Text,,"XP Decay Rate"
atb_name_fishing_failed,Text,,"Chance Fishing Fails"
atb_name_fishing_yeald,Text,,"Fishing Yield"
atb_name_recruitPrisonerChance,Text,,"Recruit prisoner chance"
attack_duration,Text,,"Attack Duration"
attack_oil_blob,Text,,"Ignite"
attack_oil_blob_tooltip,Text,,"Use flaming projectiles to ignite"
attribute_group_Combat,Text,,"Combat related"
attribute_group_General,Text,,"General"
attribute_group_Jobs,Text,,"Job related"
auto_equip_apparel,Text,,"Manage Apparel"
auto_equip_apparel_info,Text,,"Set autoequip clothing for each settler"
auto_equip_armor,Text,,"Manage Armour"
auto_equip_armor_info,Text,,"Set autoequip armour for each settler"
auto_equip_headware,Text,,"Manage Headgear"
auto_equip_headware_info,Text,,"Set autoequip headgear for each settler"
auto_equip_shield,Text,,"Manage Shield"
auto_equip_shield_info,Text,,"Set autoequip shield for each settler"
auto_equip_weapon,Text,,"Manage Weapon"
auto_equip_weapon_info,Text,,"Set autoequip weapon for each settler"
auto_equipped,Text,,"Auto-equipped"
autosave_inprogress,Text,,"Autosaving..."
autosave_never,Text,,"Never"
autosave_often,Text,,"Every day"
autosave_rarely,Text,,"Every 7 days"
autosave_sometimes,Text,,"Every 3 days"
autumn_description_1,Text,,"During the mild autumn"
autumn_description_2,Text,,"In the blustery autumn"
autumn_description_3,Text,,"At the end of harvest season"
autumn_description_4,Text,,"At the autumn equinox"
background_context_link_01,Text,,"After the Apocalypse,"
background_context_link_02,Text,,"In the wake of death and terror,"
background_context_link_03,Text,,"When the world changed,"
background_context_link_04,Text,,"Following the plague,"
band_of_the she_wolf_archer_easy,Text,,"Archer"
band_of_the she_wolf_archer_hard,Text,,"Master Archer"
band_of_the she_wolf_archer_medium,Text,,"Adept Archer"
band_of_the she_wolf_basic_easy,Text,,"Marauder"
band_of_the she_wolf_basic_hard,Text,,"Ruthless Marauder"
band_of_the she_wolf_basic_medium,Text,,"Fierce Marauder"
band_of_the she_wolf_center,Text,,"LANCASTER\nA fortification crouched on a bend of the River Lune, Lancaster boasts a fine castle, built to repel the Scots. Members of the Plantagenet dynasty ruling over this earldom perished in the great sickness. It has a reputation for notable imprisonments, and executions."
band_of_the she_wolf_heavy_easy,Text,,"Thug"
band_of_the she_wolf_heavy_hard,Text,,"Murderous Thug"
band_of_the she_wolf_heavy_medium,Text,,"Brutal Thug"
band_of_the she_wolf_info,Text,,"A rough collective of factions led by individual barons, united by their unswerving loyalty to the former queen, Isabella of France. Backed by the powerful house of Aquitaine and using not just military might but also necromancy, this group aims to reinstate the nobility and ensure its longevity."
band_of_the she_wolf_name,Text,,"The Band of the She-Wolf"
banish_worker_confirm,Text,,"Banishing this settler will have a negative impact on the rest of your settlers. Are you sure you want to proceed?"
banished_effector,Text,,"Banishment"
banished_friend_pattern,Text,,"<agent_name> was devastated that <target_name> was banished"
banished_neutral_pattern,Text,,"<agent_name> was sad that <target_name> was banished"
banished_rival_pattern,Text,,"<agent_name> was happy that <target_name> was finally banished"
bard_visitor_1,Text,,"Bard"
base_damage,Text,,"Equipped weapon damage"
base_range,Text,,"Equipped weapon range"
base_trade_value,Text,,"Base value"
base_yeald_phase,Text,,"Base yield in this phase"
base_yeald_ripe,Text,,"Base yield when ripe"
base_yield_peak,Text,,"Base yield at peak"
battled_together_pattern,Text,,"<agent_name> battled with <target_name>"
bbt_animal_not_available,Text,,"Can't select this animal"
bbt_enemy_not_available,Text,,"Can't select this enemy"
bbt_has_become_item,Text,,"<agent_name>'s remains have been crafted into a <item>"
bbt_no_cell_exists,Text,,"There is no room designated as a cell."
bbt_no_one_surrender,Text,,"No one surrendered after their defeat"
bbt_prisoner_gone,Text,,"<name> has reached the edge of the map and escaped."
bbt_prisoner_has_recruited,Text,,"<name> has decided to join your settlement and is no longer a prisoner."
bbt_prisoner_released,Text,,"<name> has been released"
bbt_prisoner_run,Text,,"<name> is making a run for it!"
bbt_prisoners_cant_be_turned,Text,,"This prisoner can't be recruited"
bbt_settler_not_available,Text,,"Can't select this settler"
beam_error_default,Text,,"Support beam needs to be placed between 2x walls or ground"
beast_hit_action_bird_1,Text,,"dug its sharp claws into"
beast_hit_action_bird_2,Text,,"pecked"
beast_hit_action_bird_3,Text,,"flew at"
beast_hit_action_bird_4,Text,,"nipped"
beast_hit_action_bird_5,Text,,"gouged"
beast_hit_action_bird_6,Text,,"harassed"
beast_hit_action_clawed_1,Text,,"clawed"
beast_hit_action_clawed_2,Text,,"tore at"
beast_hit_action_clawed_3,Text,,"ripped into"
beast_hit_action_clawed_4,Text,,"slashed at"
beast_hit_action_clawed_5,Text,,"scratched"
beast_hit_action_clawed_6,Text,,"gouged"
beast_hit_action_default_1,Text,,"mauled"
beast_hit_action_default_2,Text,,"savaged"
beast_hit_action_default_3,Text,,"mangled"
beast_hit_action_default_4,Text,,"brutalized"
beast_hit_action_default_5,Text,,"chased"
beast_hit_action_default_6,Text,,"harried"
beast_hit_action_default_7,Text,,"attacked"
beast_hit_action_hoofed_1,Text,,"trampled"
beast_hit_action_hoofed_2,Text,,"bit"
beast_hit_action_hoofed_3,Text,,"stomped on"
beast_hit_action_hoofed_4,Text,,"barged into"
beast_hit_action_hoofed_5,Text,,"squashed"
beast_hit_action_hoofed_6,Text,,"battered"
beauty_treshold_02,Text,,"Beautiful Surroundings"
beauty_treshold_03,Text,,"Pleasant Surroundings"
beauty_treshold_04,Text,,"Uninspiring Surroundings"
beauty_treshold_05,Text,,"Abysmal Surroundings"
bed_effector,Text,,"Bed"
bed_owner_cant_change,Text,,"Cant change bed owner. Current owner is using it at the moment."
bed_temporary_owner,Text,,"Settler's assigned bed too far away. They are temporarily using this one instead."
beirdd_cymraeg_archer_easy,Text,,"Archer"
beirdd_cymraeg_archer_hard,Text,,"Master Archer"
beirdd_cymraeg_archer_medium,Text,,"Adept Archer"
beirdd_cymraeg_basic_easy,Text,,"Marauder"
beirdd_cymraeg_basic_hard,Text,,"Ruthless Marauder"
beirdd_cymraeg_basic_medium,Text,,"Fierce Marauder"
beirdd_cymraeg_center,Text,,"YNIS MÔN\nThe Beirdd Cymraeg inhabit the island of Ynys Môn, around the great burial chamber Bryn Celli Ddu. The island has long been a seat of bardic and druidic learning. There the Roman chronicler Tacitus met 'Furies, in robes of deathly black and with dishevelled hair,' and 'a circle of Druids, lifting their hands to heaven.'"
beirdd_cymraeg_heavy_easy,Text,,"Thug"
beirdd_cymraeg_heavy_hard,Text,,"Murderous Thug"
beirdd_cymraeg_heavy_medium,Text,,"Brutal Thug"
beirdd_cymraeg_info,Text,,"The ancient oral tradition of gathering poetry and lore is strong, and of all the corners of Britain, this practice is most exalted in the valleys of Wales. Beirdd ⁠— bards ⁠— become initiates by sleeping on Cadair Idris, learn of shapeshifting from Taliesin, and celebrate Gwledd Brân, the Feast of the Crow. Bards become adept at casting a spell over listeners, finally becoming tutors and completing the cycle."
beirdd_cymraeg_name,Text,,"The Beirdd Cymraeg"
bg_old_info_Alchemist,Text,,"<name> had become disillusioned questing for the Philosopher's Stone, and sought the Elixir of Youth. [He/She] could read Greek and Arabic and made copious notes in code. <name> occasionally despaired, [his/her] dreams reduced to glittering dross."
bg_old_info_Archer,Text,,"From being fostered as a squire through to becoming a mounted archer, <name> was a true career soldier. Scarred and surly, [he/she] had kept a cool head at Saint-Omer and Morlaix, escaping without victory but with [his/her] life."
bg_old_info_Architect,Text,,"If truth be told, <name> was jealous of Henry Yeverley. Although [he/she] could never rival the Master Mason of the King's Works, <name> thought [his/her] advanced ideas on architecture, acquired at the Château de Vincennes, worthy of greater renown."
bg_old_info_Armorer,Text,,"<name> began with cuir bouilli, leather boiled in wax and sturdy enough to give a commoner some battlefield protection. Later [he/she] progressed to Brigandine armour, riveting on metal plate to shield the heart. <name> was also serviceable with a bow."
bg_old_info_Armourer,Text,,"<name> could bend anything to [his/her] will, especially bright metal. Formerly apprentice to a master from Chartres, <name>'s hammer and nimble fingers had worked long years in the armouries of the London arsenal. [He/She] had saved countless lives."
bg_old_info_ArmyCook,Text,,"An army marches on its stomach, and <name> knew how to keep the campfires burning and soldier's bellies full. [His/Her] meals weren't exactly gourmet but <name> was a keen butcher, and could fillet the opposition pretty skillfuly in retreat."
bg_old_info_Arrowsmith,Text,,"Tipped with blade or barbed, <name> had been turning out arrow heads since [he/she] was 14. [He/She] sometimes wondered how many of [his/her] creations had found their mark, staining the ruddy battlefields of Sluys and Crecy."
bg_old_info_Barber,Text,,"Need a close shave? When it was time to remove a troublesome beard or festering limb, <name> would merrily oblige. [He/She] loved to gossip almost as much as letting blood. <name> was often the first to know, and, for many, the last they would see."
bg_old_info_Berner,Text,,"<name> was top dog, the leader of the pack. [He/She] cared for the hounds, and in return these dogs were fiercely loyal. Although not of high rank, <name> commanded respect. Hounds can be ferocious when crossed."
bg_old_info_Blacksmith,Text,,"Broad and taciturn, <name> believed [his/her] art helped forge Anglalonde, aided by the gods. 'Weland gave the Sword, The Sword gave the Treasure, and the Treasure gave the Law,' so it was said. And <name> repeated that often, to any who listened."
bg_old_info_Bowyer,Text,,"It was said that <name> annihilated 23 French warriors at L’Ecluse, each dispatched with a single, mercifully accurate shot. [His/Her] fame as an archer was only surpassed by <name>’s skill with yew, building fine longbows. They were greatly prized."
bg_old_info_Brewster,Text,,"You could tell <name>'s profession by [his/her] tall black hat and broomstick. Yes, [he/she] brewed ale. <name> was a grafter, and resented the Abbot's assumption that [he/she] used [his/her] wiles to get pious men drunk. You can't hold back an entrepreneur."
bg_old_info_BrickMaker,Text,,"<name> loved the slippery feeling of earth between [his/her] toes. [He/She] spent a happy childhood plugging weathered clay in the yards of Hull, forming an array of ruddy blocks destined for castles and fortresses. [He/She] was an absolute brick."
bg_old_info_Builder,Text,,"From sawn timber lintel frames to trampled cob for thick, curved walls, <name> could work them with [his/her] strong, raw hands. <name> was known to be rough and ready, just as quick to anger as to lauch into bawdy tales or raucous songs."
bg_old_info_Butcher,Text,,"<name> knew animals inside out, as befits a member of the Butcher's Guild. [He/She] had a gentle way with all beasts, and dealt their fate swiftly. <name> knows how to prepare exotic cuts fit for a king, which peasants have never tasted."
bg_old_info_Carpenter,Text,,"<name> was a member of the Brotherhood of Carpenters, a guild that offered heavenly rewards. To work all day with wood, knowing that in death the Brotherhood would pay for burial and even have prayers said at the chantry made <name> deeply thankful."
bg_old_info_Carter,Text,,"<name> got sick of shoveling dung with the reeve looking over [his/her] shoulder. And sicker still of the miserable husbandman who didn't pay fair and square in ale when <name> unloaded it onto the fields. At least [he/she] had a strong back."
bg_old_info_Chef,Text,,"Once an enfant de cuisine under the great master Taillevent, <name> became chef to the great houses of England. Despite [his/her] snobbery, there's no denying <name>'s culinary expertise regarding all manner of edible flora, fauna, and fungi."
bg_old_info_Cobbler,Text,,"Hailing from <origin>, <name> liked to roam up over the downs and through the ferny holloways of England. Villagers always welcomed [him/her], as even the most humble carl or cotter had shoes for <name> to mend. "
bg_old_info_Cordwainer,Text,,"<name> entered the Cordwainers' Guild by patrimony - 'Corio et Arte' had been [his/her] father's favourite refrain. The scent of leather revived unbidden memories of London ateliers in the shadow of St Paul's, bustling with shoemakers like <name>."
